vd_dc, vg_dc, freq, i_ds (ac)
0.000,0.550,1.585 GHz,5.852E-8
0.000,0.550,1.995 GHz,7.367E-8
0.000,0.550,2.512 GHz,9.275E-8
0.000,0.550,3.162 GHz,1.168E-7
0.000,0.550,3.981 GHz,1.470E-7
0.000,0.550,5.012 GHz,1.851E-7
0.000,0.550,6.310 GHz,2.330E-7
0.000,0.550,7.943 GHz,2.933E-7
0.000,0.550,10.00 GHz,3.692E-7
0.000,0.600,100.0 kHz,5.449E-12
0.000,0.600,125.9 kHz,6.219E-12
0.000,0.600,158.5 kHz,7.273E-12
0.000,0.600,199.5 kHz,8.686E-12
0.000,0.600,251.2 kHz,1.054E-11
0.000,0.600,316.2 kHz,1.296E-11
0.000,0.600,398.1 kHz,1.605E-11
0.000,0.600,501.2 kHz,2.000E-11
0.000,0.600,631.0 kHz,2.501E-11
0.000,0.600,794.3 kHz,3.135E-11
0.000,0.600,1.000 MHz,3.936E-11
0.000,0.600,1.259 MHz,4.947E-11
0.000,0.600,1.585 MHz,6.221E-11
0.000,0.600,1.995 MHz,7.826E-11
0.000,0.600,2.512 MHz,9.849E-11
0.000,0.600,3.162 MHz,1.240E-10
0.000,0.600,3.981 MHz,1.560E-10
0.000,0.600,5.012 MHz,1.964E-10
0.000,0.600,6.310 MHz,2.472E-10
0.000,0.600,7.943 MHz,3.112E-10
0.000,0.600,10.00 MHz,3.918E-10
0.000,0.600,12.59 MHz,4.933E-10
0.000,0.600,15.85 MHz,6.210E-10
0.000,0.600,19.95 MHz,7.817E-10
0.000,0.600,25.12 MHz,9.841E-10
0.000,0.600,31.62 MHz,1.239E-9
0.000,0.600,39.81 MHz,1.560E-9
0.000,0.600,50.12 MHz,1.964E-9
0.000,0.600,63.10 MHz,2.472E-9
0.000,0.600,79.43 MHz,3.112E-9
0.000,0.600,100.0 MHz,3.918E-9
0.000,0.600,125.9 MHz,4.932E-9
0.000,0.600,158.5 MHz,6.210E-9
0.000,0.600,199.5 MHz,7.817E-9
0.000,0.600,251.2 MHz,9.841E-9
0.000,0.600,316.2 MHz,1.239E-8
0.000,0.600,398.1 MHz,1.560E-8
0.000,0.600,501.2 MHz,1.964E-8
0.000,0.600,631.0 MHz,2.472E-8
0.000,0.600,794.3 MHz,3.112E-8
0.000,0.600,1.000 GHz,3.918E-8
0.000,0.600,1.259 GHz,4.932E-8
0.000,0.600,1.585 GHz,6.210E-8
0.000,0.600,1.995 GHz,7.817E-8
0.000,0.600,2.512 GHz,9.841E-8
0.000,0.600,3.162 GHz,1.239E-7
0.000,0.600,3.981 GHz,1.560E-7
0.000,0.600,5.012 GHz,1.964E-7
0.000,0.600,6.310 GHz,2.472E-7
0.000,0.600,7.943 GHz,3.112E-7
0.000,0.600,10.00 GHz,3.918E-7
0.000,0.650,100.0 kHz,6.477E-12
0.000,0.650,125.9 kHz,7.171E-12
0.000,0.650,158.5 kHz,8.150E-12
0.000,0.650,199.5 kHz,9.498E-12
0.000,0.650,251.2 kHz,1.131E-11
0.000,0.650,316.2 kHz,1.370E-11
0.000,0.650,398.1 kHz,1.680E-11
0.000,0.650,501.2 kHz,2.079E-11
0.000,0.650,631.0 kHz,2.589E-11
0.000,0.650,794.3 kHz,3.236E-11
0.000,0.650,1.000 MHz,4.055E-11
0.000,0.650,1.259 MHz,5.090E-11
0.000,0.650,1.585 MHz,6.397E-11
0.000,0.650,1.995 MHz,8.044E-11
0.000,0.650,2.512 MHz,1.012E-10
0.000,0.650,3.162 MHz,1.273E-10
0.000,0.650,3.981 MHz,1.603E-10
0.000,0.650,5.012 MHz,2.017E-10
0.000,0.650,6.310 MHz,2.539E-10
0.000,0.650,7.943 MHz,3.196E-10
0.000,0.650,10.00 MHz,4.024E-10
0.000,0.650,12.59 MHz,5.065E-10
0.000,0.650,15.85 MHz,6.377E-10
0.000,0.650,19.95 MHz,8.028E-10
0.000,0.650,25.12 MHz,1.011E-9
0.000,0.650,31.62 MHz,1.272E-9
0.000,0.650,39.81 MHz,1.602E-9
0.000,0.650,50.12 MHz,2.016E-9
0.000,0.650,63.10 MHz,2.539E-9
0.000,0.650,79.43 MHz,3.196E-9
0.000,0.650,100.0 MHz,4.023E-9
0.000,0.650,125.9 MHz,5.065E-9
0.000,0.650,158.5 MHz,6.377E-9
0.000,0.650,199.5 MHz,8.028E-9
0.000,0.650,251.2 MHz,1.011E-8
0.000,0.650,316.2 MHz,1.272E-8
0.000,0.650,398.1 MHz,1.602E-8
0.000,0.650,501.2 MHz,2.016E-8
0.000,0.650,631.0 MHz,2.539E-8
0.000,0.650,794.3 MHz,3.196E-8
0.000,0.650,1.000 GHz,4.023E-8
0.000,0.650,1.259 GHz,5.065E-8
0.000,0.650,1.585 GHz,6.377E-8
0.000,0.650,1.995 GHz,8.028E-8
0.000,0.650,2.512 GHz,1.011E-7
0.000,0.650,3.162 GHz,1.272E-7
0.000,0.650,3.981 GHz,1.602E-7
0.000,0.650,5.012 GHz,2.016E-7
0.000,0.650,6.310 GHz,2.539E-7
0.000,0.650,7.943 GHz,3.196E-7
0.000,0.650,10.00 GHz,4.023E-7
0.000,0.700,100.0 kHz,7.817E-12
0.000,0.700,125.9 kHz,8.416E-12
0.000,0.700,158.5 kHz,9.287E-12
0.000,0.700,199.5 kHz,1.052E-11
0.000,0.700,251.2 kHz,1.222E-11
0.000,0.700,316.2 kHz,1.452E-11
0.000,0.700,398.1 kHz,1.755E-11
0.000,0.700,501.2 kHz,2.150E-11
0.000,0.700,631.0 kHz,2.659E-11
0.000,0.700,794.3 kHz,3.308E-11
0.000,0.700,1.000 MHz,4.133E-11
0.000,0.700,1.259 MHz,5.178E-11
0.000,0.700,1.585 MHz,6.499E-11
0.000,0.700,1.995 MHz,8.165E-11
0.000,0.700,2.512 MHz,1.027E-10
0.000,0.700,3.162 MHz,1.292E-10
0.000,0.700,3.981 MHz,1.625E-10
0.000,0.700,5.012 MHz,2.045E-10
0.000,0.700,6.310 MHz,2.574E-10
0.000,0.700,7.943 MHz,3.241E-10
0.000,0.700,10.00 MHz,4.079E-10
0.000,0.700,12.59 MHz,5.135E-10
0.000,0.700,15.85 MHz,6.465E-10
0.000,0.700,19.95 MHz,8.138E-10
0.000,0.700,25.12 MHz,1.025E-9
0.000,0.700,31.62 MHz,1.290E-9
0.000,0.700,39.81 MHz,1.624E-9
0.000,0.700,50.12 MHz,2.044E-9
0.000,0.700,63.10 MHz,2.574E-9
0.000,0.700,79.43 MHz,3.240E-9
0.000,0.700,100.0 MHz,4.079E-9
0.000,0.700,125.9 MHz,5.135E-9
0.000,0.700,158.5 MHz,6.464E-9
0.000,0.700,199.5 MHz,8.138E-9
0.000,0.700,251.2 MHz,1.025E-8
0.000,0.700,316.2 MHz,1.290E-8
0.000,0.700,398.1 MHz,1.624E-8
0.000,0.700,501.2 MHz,2.044E-8
0.000,0.700,631.0 MHz,2.574E-8
0.000,0.700,794.3 MHz,3.240E-8
0.000,0.700,1.000 GHz,4.079E-8
0.000,0.700,1.259 GHz,5.135E-8
0.000,0.700,1.585 GHz,6.464E-8
0.000,0.700,1.995 GHz,8.138E-8
0.000,0.700,2.512 GHz,1.025E-7
0.000,0.700,3.162 GHz,1.290E-7
0.000,0.700,3.981 GHz,1.624E-7
0.000,0.700,5.012 GHz,2.044E-7
0.000,0.700,6.310 GHz,2.574E-7
0.000,0.700,7.943 GHz,3.240E-7
0.000,0.700,10.00 GHz,4.079E-7
0.000,0.750,100.0 kHz,9.562E-12
0.000,0.750,125.9 kHz,1.007E-11
0.000,0.750,158.5 kHz,1.082E-11
0.000,0.750,199.5 kHz,1.191E-11
0.000,0.750,251.2 kHz,1.347E-11
0.000,0.750,316.2 kHz,1.562E-11
0.000,0.750,398.1 kHz,1.852E-11
0.000,0.750,501.2 kHz,2.236E-11
0.000,0.750,631.0 kHz,2.736E-11
0.000,0.750,794.3 kHz,3.381E-11
0.000,0.750,1.000 MHz,4.205E-11
0.000,0.750,1.259 MHz,5.252E-11
0.000,0.750,1.585 MHz,6.579E-11
0.000,0.750,1.995 MHz,8.256E-11
0.000,0.750,2.512 MHz,1.037E-10
0.000,0.750,3.162 MHz,1.304E-10
0.000,0.750,3.981 MHz,1.641E-10
0.000,0.750,5.012 MHz,2.064E-10
0.000,0.750,6.310 MHz,2.598E-10
0.000,0.750,7.943 MHz,3.270E-10
0.000,0.750,10.00 MHz,4.116E-10
0.000,0.750,12.59 MHz,5.181E-10
0.000,0.750,15.85 MHz,6.523E-10
0.000,0.750,19.95 MHz,8.211E-10
0.000,0.750,25.12 MHz,1.034E-9
0.000,0.750,31.62 MHz,1.301E-9
0.000,0.750,39.81 MHz,1.638E-9
0.000,0.750,50.12 MHz,2.063E-9
0.000,0.750,63.10 MHz,2.597E-9
0.000,0.750,79.43 MHz,3.269E-9
0.000,0.750,100.0 MHz,4.115E-9
0.000,0.750,125.9 MHz,5.181E-9
0.000,0.750,158.5 MHz,6.522E-9
0.000,0.750,199.5 MHz,8.211E-9
0.000,0.750,251.2 MHz,1.034E-8
0.000,0.750,316.2 MHz,1.301E-8
0.000,0.750,398.1 MHz,1.638E-8
0.000,0.750,501.2 MHz,2.062E-8
0.000,0.750,631.0 MHz,2.597E-8
0.000,0.750,794.3 MHz,3.269E-8
0.000,0.750,1.000 GHz,4.115E-8
0.000,0.750,1.259 GHz,5.181E-8
0.000,0.750,1.585 GHz,6.522E-8
0.000,0.750,1.995 GHz,8.211E-8
0.000,0.750,2.512 GHz,1.034E-7
0.000,0.750,3.162 GHz,1.301E-7
0.000,0.750,3.981 GHz,1.638E-7
0.000,0.750,5.012 GHz,2.062E-7
0.000,0.750,6.310 GHz,2.597E-7
0.000,0.750,7.943 GHz,3.269E-7
0.000,0.750,10.00 GHz,4.115E-7
0.000,0.800,100.0 kHz,1.179E-11
0.000,0.800,125.9 kHz,1.221E-11
0.000,0.800,158.5 kHz,1.284E-11
0.000,0.800,199.5 kHz,1.379E-11
0.000,0.800,251.2 kHz,1.517E-11
0.000,0.800,316.2 kHz,1.713E-11
0.000,0.800,398.1 kHz,1.985E-11
0.000,0.800,501.2 kHz,2.351E-11
0.000,0.800,631.0 kHz,2.837E-11
0.000,0.800,794.3 kHz,3.471E-11
0.000,0.800,1.000 MHz,4.287E-11
0.000,0.800,1.259 MHz,5.331E-11
0.000,0.800,1.585 MHz,6.658E-11
0.000,0.800,1.995 MHz,8.340E-11
0.000,0.800,2.512 MHz,1.047E-10
0.000,0.800,3.162 MHz,1.315E-10
0.000,0.800,3.981 MHz,1.653E-10
0.000,0.800,5.012 MHz,2.079E-10
0.000,0.800,6.310 MHz,2.616E-10
0.000,0.800,7.943 MHz,3.293E-10
0.000,0.800,10.00 MHz,4.144E-10
0.000,0.800,12.59 MHz,5.217E-10
0.000,0.800,15.85 MHz,6.567E-10
0.000,0.800,19.95 MHz,8.267E-10
0.000,0.800,25.12 MHz,1.041E-9
0.000,0.800,31.62 MHz,1.310E-9
0.000,0.800,39.81 MHz,1.649E-9
0.000,0.800,50.12 MHz,2.076E-9
0.000,0.800,63.10 MHz,2.614E-9
0.000,0.800,79.43 MHz,3.291E-9
0.000,0.800,100.0 MHz,4.143E-9
0.000,0.800,125.9 MHz,5.216E-9
0.000,0.800,158.5 MHz,6.566E-9
0.000,0.800,199.5 MHz,8.266E-9
0.000,0.800,251.2 MHz,1.041E-8
0.000,0.800,316.2 MHz,1.310E-8
0.000,0.800,398.1 MHz,1.649E-8
0.000,0.800,501.2 MHz,2.076E-8
0.000,0.800,631.0 MHz,2.614E-8
0.000,0.800,794.3 MHz,3.291E-8
0.000,0.800,1.000 GHz,4.143E-8
0.000,0.800,1.259 GHz,5.216E-8
0.000,0.800,1.585 GHz,6.566E-8
0.000,0.800,1.995 GHz,8.266E-8
0.000,0.800,2.512 GHz,1.041E-7
0.000,0.800,3.162 GHz,1.310E-7
0.000,0.800,3.981 GHz,1.649E-7
0.000,0.800,5.012 GHz,2.076E-7
0.000,0.800,6.310 GHz,2.614E-7
0.000,0.800,7.943 GHz,3.291E-7
0.000,0.800,10.00 GHz,4.143E-7
0.000,0.850,100.0 kHz,1.458E-11
0.000,0.850,125.9 kHz,1.492E-11
0.000,0.850,158.5 kHz,1.545E-11
0.000,0.850,199.5 kHz,1.626E-11
0.000,0.850,251.2 kHz,1.745E-11
0.000,0.850,316.2 kHz,1.920E-11
0.000,0.850,398.1 kHz,2.168E-11
0.000,0.850,501.2 kHz,2.512E-11
0.000,0.850,631.0 kHz,2.977E-11
0.000,0.850,794.3 kHz,3.592E-11
0.000,0.850,1.000 MHz,4.394E-11
0.000,0.850,1.259 MHz,5.427E-11
0.000,0.850,1.585 MHz,6.749E-11
0.000,0.850,1.995 MHz,8.428E-11
0.000,0.850,2.512 MHz,1.056E-10
0.000,0.850,3.162 MHz,1.325E-10
0.000,0.850,3.981 MHz,1.664E-10
0.000,0.850,5.012 MHz,2.093E-10
0.000,0.850,6.310 MHz,2.632E-10
0.000,0.850,7.943 MHz,3.312E-10
0.000,0.850,10.00 MHz,4.168E-10
0.000,0.850,12.59 MHz,5.246E-10
0.000,0.850,15.85 MHz,6.604E-10
0.000,0.850,19.95 MHz,8.313E-10
0.000,0.850,25.12 MHz,1.046E-9
0.000,0.850,31.62 MHz,1.317E-9
0.000,0.850,39.81 MHz,1.658E-9
0.000,0.850,50.12 MHz,2.088E-9
0.000,0.850,63.10 MHz,2.628E-9
0.000,0.850,79.43 MHz,3.309E-9
0.000,0.850,100.0 MHz,4.166E-9
0.000,0.850,125.9 MHz,5.244E-9
0.000,0.850,158.5 MHz,6.602E-9
0.000,0.850,199.5 MHz,8.312E-9
0.000,0.850,251.2 MHz,1.046E-8
0.000,0.850,316.2 MHz,1.317E-8
0.000,0.850,398.1 MHz,1.658E-8
0.000,0.850,501.2 MHz,2.088E-8
0.000,0.850,631.0 MHz,2.628E-8
0.000,0.850,794.3 MHz,3.309E-8
0.000,0.850,1.000 GHz,4.166E-8
0.000,0.850,1.259 GHz,5.244E-8
0.000,0.850,1.585 GHz,6.602E-8
0.000,0.850,1.995 GHz,8.312E-8
0.000,0.850,2.512 GHz,1.046E-7
0.000,0.850,3.162 GHz,1.317E-7
0.000,0.850,3.981 GHz,1.658E-7
0.000,0.850,5.012 GHz,2.088E-7
0.000,0.850,6.310 GHz,2.628E-7
0.000,0.850,7.943 GHz,3.309E-7
0.000,0.850,10.00 GHz,4.166E-7
0.000,0.900,100.0 kHz,1.803E-11
0.000,0.900,125.9 kHz,1.831E-11
0.000,0.900,158.5 kHz,1.875E-11
0.000,0.900,199.5 kHz,1.943E-11
0.000,0.900,251.2 kHz,2.045E-11
0.000,0.900,316.2 kHz,2.197E-11
0.000,0.900,398.1 kHz,2.419E-11
0.000,0.900,501.2 kHz,2.734E-11
0.000,0.900,631.0 kHz,3.170E-11
0.000,0.900,794.3 kHz,3.759E-11
0.000,0.900,1.000 MHz,4.538E-11
0.000,0.900,1.259 MHz,5.553E-11
0.000,0.900,1.585 MHz,6.861E-11
0.000,0.900,1.995 MHz,8.533E-11
0.000,0.900,2.512 MHz,1.066E-10
0.000,0.900,3.162 MHz,1.335E-10
0.000,0.900,3.981 MHz,1.675E-10
0.000,0.900,5.012 MHz,2.105E-10
0.000,0.900,6.310 MHz,2.646E-10
0.000,0.900,7.943 MHz,3.329E-10
0.000,0.900,10.00 MHz,4.189E-10
0.000,0.900,12.59 MHz,5.272E-10
0.000,0.900,15.85 MHz,6.635E-10
0.000,0.900,19.95 MHz,8.352E-10
0.000,0.900,25.12 MHz,1.051E-9
0.000,0.900,31.62 MHz,1.324E-9
0.000,0.900,39.81 MHz,1.666E-9
0.000,0.900,50.12 MHz,2.098E-9
0.000,0.900,63.10 MHz,2.641E-9
0.000,0.900,79.43 MHz,3.324E-9
0.000,0.900,100.0 MHz,4.185E-9
0.000,0.900,125.9 MHz,5.269E-9
0.000,0.900,158.5 MHz,6.633E-9
0.000,0.900,199.5 MHz,8.351E-9
0.000,0.900,251.2 MHz,1.051E-8
0.000,0.900,316.2 MHz,1.323E-8
0.000,0.900,398.1 MHz,1.666E-8
0.000,0.900,501.2 MHz,2.098E-8
0.000,0.900,631.0 MHz,2.641E-8
0.000,0.900,794.3 MHz,3.324E-8
0.000,0.900,1.000 GHz,4.185E-8
0.000,0.900,1.259 GHz,5.269E-8
0.000,0.900,1.585 GHz,6.633E-8
0.000,0.900,1.995 GHz,8.351E-8
0.000,0.900,2.512 GHz,1.051E-7
0.000,0.900,3.162 GHz,1.323E-7
0.000,0.900,3.981 GHz,1.666E-7
0.000,0.900,5.012 GHz,2.098E-7
0.000,0.900,6.310 GHz,2.641E-7
0.000,0.900,7.943 GHz,3.324E-7
0.000,0.900,10.00 GHz,4.185E-7
0.050,0.000,100.0 kHz,1.760E-10
0.050,0.000,125.9 kHz,1.760E-10
0.050,0.000,158.5 kHz,1.760E-10
0.050,0.000,199.5 kHz,1.760E-10
0.050,0.000,251.2 kHz,1.761E-10
0.050,0.000,316.2 kHz,1.761E-10
0.050,0.000,398.1 kHz,1.762E-10
0.050,0.000,501.2 kHz,1.763E-10
0.050,0.000,631.0 kHz,1.765E-10
0.050,0.000,794.3 kHz,1.769E-10
0.050,0.000,1.000 MHz,1.774E-10
0.050,0.000,1.259 MHz,1.783E-10
0.050,0.000,1.585 MHz,1.796E-10
0.050,0.000,1.995 MHz,1.817E-10
0.050,0.000,2.512 MHz,1.849E-10
0.050,0.000,3.162 MHz,1.899E-10
0.050,0.000,3.981 MHz,1.977E-10
0.050,0.000,5.012 MHz,2.093E-10
0.050,0.000,6.310 MHz,2.266E-10
0.050,0.000,7.943 MHz,2.515E-10
0.050,0.000,10.00 MHz,2.866E-10
0.050,0.000,12.59 MHz,3.348E-10
0.050,0.000,15.85 MHz,3.994E-10
0.050,0.000,19.95 MHz,4.844E-10
0.050,0.000,25.12 MHz,5.948E-10
0.050,0.000,31.62 MHz,7.366E-10
0.050,0.000,39.81 MHz,9.176E-10
0.050,0.000,50.12 MHz,1.147E-9
0.050,0.000,63.10 MHz,1.438E-9
0.050,0.000,79.43 MHz,1.805E-9
0.050,0.000,100.0 MHz,2.269E-9
0.050,0.000,125.9 MHz,2.853E-9
0.050,0.000,158.5 MHz,3.589E-9
0.050,0.000,199.5 MHz,4.517E-9
0.050,0.000,251.2 MHz,5.685E-9
0.050,0.000,316.2 MHz,7.155E-9
0.050,0.000,398.1 MHz,9.007E-9
0.050,0.000,501.2 MHz,1.134E-8
0.050,0.000,631.0 MHz,1.427E-8
0.050,0.000,794.3 MHz,1.797E-8
0.050,0.000,1.000 GHz,2.262E-8
0.050,0.000,1.259 GHz,2.848E-8
0.050,0.000,1.585 GHz,3.585E-8
0.050,0.000,1.995 GHz,4.513E-8
0.050,0.000,2.512 GHz,5.682E-8
0.050,0.000,3.162 GHz,7.153E-8
0.050,0.000,3.981 GHz,9.005E-8
0.050,0.000,5.012 GHz,1.134E-7
0.050,0.000,6.310 GHz,1.427E-7
0.050,0.000,7.943 GHz,1.797E-7
0.050,0.000,10.00 GHz,2.262E-7
0.050,0.050,100.0 kHz,6.320E-10
0.050,0.050,125.9 kHz,6.320E-10
0.050,0.050,158.5 kHz,6.320E-10
0.050,0.050,199.5 kHz,6.320E-10
0.050,0.050,251.2 kHz,6.320E-10
0.050,0.050,316.2 kHz,6.320E-10
0.050,0.050,398.1 kHz,6.321E-10
0.050,0.050,501.2 kHz,6.321E-10
0.050,0.050,631.0 kHz,6.322E-10
0.050,0.050,794.3 kHz,6.323E-10
0.050,0.050,1.000 MHz,6.324E-10
0.050,0.050,1.259 MHz,6.327E-10
0.050,0.050,1.585 MHz,6.331E-10
0.050,0.050,1.995 MHz,6.338E-10
0.050,0.050,2.512 MHz,6.348E-10
0.050,0.050,3.162 MHz,6.365E-10
0.050,0.050,3.981 MHz,6.391E-10
0.050,0.050,5.012 MHz,6.432E-10
0.050,0.050,6.310 MHz,6.497E-10
0.050,0.050,7.943 MHz,6.599E-10
0.050,0.050,10.00 MHz,6.757E-10
0.050,0.050,12.59 MHz,7.000E-10
0.050,0.050,15.85 MHz,7.369E-10
0.050,0.050,19.95 MHz,7.918E-10
0.050,0.050,25.12 MHz,8.718E-10
0.050,0.050,31.62 MHz,9.853E-10
0.050,0.050,39.81 MHz,1.142E-9
0.050,0.050,50.12 MHz,1.355E-9
0.050,0.050,63.10 MHz,1.635E-9
0.050,0.050,79.43 MHz,2.001E-9
0.050,0.050,100.0 MHz,2.473E-9
0.050,0.050,125.9 MHz,3.075E-9
0.050,0.050,158.5 MHz,3.841E-9
0.050,0.050,199.5 MHz,4.812E-9
0.050,0.050,251.2 MHz,6.038E-9
0.050,0.050,316.2 MHz,7.586E-9
0.050,0.050,398.1 MHz,9.538E-9
0.050,0.050,501.2 MHz,1.200E-8
0.050,0.050,631.0 MHz,1.510E-8
0.050,0.050,794.3 MHz,1.900E-8
0.050,0.050,1.000 GHz,2.391E-8
0.050,0.050,1.259 GHz,3.010E-8
0.050,0.050,1.585 GHz,3.789E-8
0.050,0.050,1.995 GHz,4.770E-8
0.050,0.050,2.512 GHz,6.005E-8
0.050,0.050,3.162 GHz,7.560E-8
0.050,0.050,3.981 GHz,9.517E-8
0.050,0.050,5.012 GHz,1.198E-7
0.050,0.050,6.310 GHz,1.508E-7
0.050,0.050,7.943 GHz,1.899E-7
0.050,0.050,10.00 GHz,2.391E-7
0.050,0.100,100.0 kHz,2.253E-9
0.050,0.100,125.9 kHz,2.253E-9
0.050,0.100,158.5 kHz,2.253E-9
0.050,0.100,199.5 kHz,2.253E-9
0.050,0.100,251.2 kHz,2.253E-9
0.050,0.100,316.2 kHz,2.253E-9
0.050,0.100,398.1 kHz,2.253E-9
0.050,0.100,501.2 kHz,2.253E-9
0.050,0.100,631.0 kHz,2.253E-9
0.050,0.100,794.3 kHz,2.253E-9
0.050,0.100,1.000 MHz,2.253E-9
0.050,0.100,1.259 MHz,2.253E-9
0.050,0.100,1.585 MHz,2.254E-9
0.050,0.100,1.995 MHz,2.254E-9
0.050,0.100,2.512 MHz,2.254E-9
0.050,0.100,3.162 MHz,2.255E-9
0.050,0.100,3.981 MHz,2.255E-9
0.050,0.100,5.012 MHz,2.257E-9
0.050,0.100,6.310 MHz,2.259E-9
0.050,0.100,7.943 MHz,2.262E-9
0.050,0.100,10.00 MHz,2.267E-9
0.050,0.100,12.59 MHz,2.275E-9
0.050,0.100,15.85 MHz,2.288E-9
0.050,0.100,19.95 MHz,2.308E-9
0.050,0.100,25.12 MHz,2.340E-9
0.050,0.100,31.62 MHz,2.389E-9
0.050,0.100,39.81 MHz,2.465E-9
0.050,0.100,50.12 MHz,2.581E-9
0.050,0.100,63.10 MHz,2.754E-9
0.050,0.100,79.43 MHz,3.009E-9
0.050,0.100,100.0 MHz,3.373E-9
0.050,0.100,125.9 MHz,3.882E-9
0.050,0.100,158.5 MHz,4.573E-9
0.050,0.100,199.5 MHz,5.493E-9
0.050,0.100,251.2 MHz,6.697E-9
0.050,0.100,316.2 MHz,8.253E-9
0.050,0.100,398.1 MHz,1.025E-8
0.050,0.100,501.2 MHz,1.278E-8
0.050,0.100,631.0 MHz,1.600E-8
0.050,0.100,794.3 MHz,2.007E-8
0.050,0.100,1.000 GHz,2.521E-8
0.050,0.100,1.259 GHz,3.169E-8
0.050,0.100,1.585 GHz,3.985E-8
0.050,0.100,1.995 GHz,5.014E-8
0.050,0.100,2.512 GHz,6.310E-8
0.050,0.100,3.162 GHz,7.942E-8
0.050,0.100,3.981 GHz,9.997E-8
0.050,0.100,5.012 GHz,1.258E-7
0.050,0.100,6.310 GHz,1.584E-7
0.050,0.100,7.943 GHz,1.994E-7
0.050,0.100,10.00 GHz,2.511E-7
0.050,0.150,100.0 kHz,7.935E-9
0.050,0.150,125.9 kHz,7.935E-9
0.050,0.150,158.5 kHz,7.935E-9
0.050,0.150,199.5 kHz,7.935E-9
0.050,0.150,251.2 kHz,7.935E-9
0.050,0.150,316.2 kHz,7.935E-9
0.050,0.150,398.1 kHz,7.935E-9
0.050,0.150,501.2 kHz,7.935E-9
0.050,0.150,631.0 kHz,7.935E-9
0.050,0.150,794.3 kHz,7.935E-9
0.050,0.150,1.000 MHz,7.935E-9
0.050,0.150,1.259 MHz,7.935E-9
0.050,0.150,1.585 MHz,7.935E-9
0.050,0.150,1.995 MHz,7.935E-9
0.050,0.150,2.512 MHz,7.935E-9
0.050,0.150,3.162 MHz,7.936E-9
0.050,0.150,3.981 MHz,7.936E-9
0.050,0.150,5.012 MHz,7.936E-9
0.050,0.150,6.310 MHz,7.937E-9
0.050,0.150,7.943 MHz,7.938E-9
0.050,0.150,10.00 MHz,7.939E-9
0.050,0.150,12.59 MHz,7.942E-9
0.050,0.150,15.85 MHz,7.946E-9
0.050,0.150,19.95 MHz,7.952E-9
0.050,0.150,25.12 MHz,7.962E-9
0.050,0.150,31.62 MHz,7.978E-9
0.050,0.150,39.81 MHz,8.003E-9
0.050,0.150,50.12 MHz,8.043E-9
0.050,0.150,63.10 MHz,8.105E-9
0.050,0.150,79.43 MHz,8.202E-9
0.050,0.150,100.0 MHz,8.355E-9
0.050,0.150,125.9 MHz,8.590E-9
0.050,0.150,158.5 MHz,8.951E-9
0.050,0.150,199.5 MHz,9.495E-9
0.050,0.150,251.2 MHz,1.030E-8
0.050,0.150,316.2 MHz,1.146E-8
0.050,0.150,398.1 MHz,1.309E-8
0.050,0.150,501.2 MHz,1.532E-8
0.050,0.150,631.0 MHz,1.830E-8
0.050,0.150,794.3 MHz,2.223E-8
0.050,0.150,1.000 GHz,2.731E-8
0.050,0.150,1.259 GHz,3.385E-8
0.050,0.150,1.585 GHz,4.218E-8
0.050,0.150,1.995 GHz,5.275E-8
0.050,0.150,2.512 GHz,6.613E-8
0.050,0.150,3.162 GHz,8.303E-8
0.050,0.150,3.981 GHz,1.044E-7
0.050,0.150,5.012 GHz,1.312E-7
0.050,0.150,6.310 GHz,1.651E-7
0.050,0.150,7.943 GHz,2.078E-7
0.050,0.150,10.00 GHz,2.615E-7
0.050,0.200,100.0 kHz,2.734E-8
0.050,0.200,125.9 kHz,2.734E-8
0.050,0.200,158.5 kHz,2.734E-8
0.050,0.200,199.5 kHz,2.734E-8
0.050,0.200,251.2 kHz,2.734E-8
0.050,0.200,316.2 kHz,2.734E-8
0.050,0.200,398.1 kHz,2.734E-8
0.050,0.200,501.2 kHz,2.734E-8
0.050,0.200,631.0 kHz,2.734E-8
0.050,0.200,794.3 kHz,2.734E-8
0.050,0.200,1.000 MHz,2.734E-8
0.050,0.200,1.259 MHz,2.734E-8
0.050,0.200,1.585 MHz,2.734E-8
0.050,0.200,1.995 MHz,2.734E-8
0.050,0.200,2.512 MHz,2.734E-8
0.050,0.200,3.162 MHz,2.734E-8
0.050,0.200,3.981 MHz,2.734E-8
0.050,0.200,5.012 MHz,2.734E-8
0.050,0.200,6.310 MHz,2.734E-8
0.050,0.200,7.943 MHz,2.734E-8
0.050,0.200,10.00 MHz,2.734E-8
0.050,0.200,12.59 MHz,2.735E-8
0.050,0.200,15.85 MHz,2.735E-8
0.050,0.200,19.95 MHz,2.735E-8
0.050,0.200,25.12 MHz,2.735E-8
0.050,0.200,31.62 MHz,2.736E-8
0.050,0.200,39.81 MHz,2.736E-8
0.050,0.200,50.12 MHz,2.738E-8
0.050,0.200,63.10 MHz,2.740E-8
0.050,0.200,79.43 MHz,2.743E-8
0.050,0.200,100.0 MHz,2.748E-8
0.050,0.200,125.9 MHz,2.755E-8
0.050,0.200,158.5 MHz,2.768E-8
0.050,0.200,199.5 MHz,2.787E-8
0.050,0.200,251.2 MHz,2.817E-8
0.050,0.200,316.2 MHz,2.864E-8
0.050,0.200,398.1 MHz,2.938E-8
