freq, nonideal i, ideal i
679.100000000000022737 MHz,0.00013107413821386915 + j0.02289714769192372976 ,0.00000000000000000000 + j0.02133455571052828362 
680.100000000000022737 MHz,0.00013151723144925388 + j0.02293581542075291690 ,0.00000000000000000000 + j0.02136597163706418015 
681.100000000000022737 MHz,0.00013196134813901042 + j0.02297450714941757371 ,0.00000000000000000000 + j0.02139738756360008015 
682.100000000000022737 MHz,0.00013240649028043591 + j0.02301322293037364602 ,0.00000000000000000000 + j0.02142880349013597668 
683.100000000000022737 MHz,0.00013285265987681108 + j0.02305196281616834347 ,0.00000000000000000000 + j0.02146021941667187669 
684.100000000000022737 MHz,0.00013329985893741864 + j0.02309072685944038930 ,0.00000000000000000000 + j0.02149163534320777322 
685.100000000000022737 MHz,0.00013374808947756183 + j0.02312951511292029444 ,0.00000000000000000000 + j0.02152305126974366975 
686.100000000000022737 MHz,0.00013419735351858240 + j0.02316832762943061771 ,0.00000000000000000000 + j0.02155446719627956628 
687.100000000000022737 MHz,0.00013464765308787962 + j0.02320716446188625381 ,0.00000000000000000000 + j0.02158588312281546975 
688.100000000000022737 MHz,0.00013509899021892799 + j0.02324602566329465880 ,0.00000000000000000000 + j0.02161729904935136629 
689.100000000000022737 MHz,0.00013555136695129664 + j0.02328491128675615543 ,0.00000000000000000000 + j0.02164871497588726282 
690.100000000000022737 MHz,0.00013600478533066788 + j0.02332382138546423150 ,0.00000000000000000000 + j0.02168013090242316282 
691.100000000000022737 MHz,0.00013645924740885527 + j0.02336275601270573071 ,0.00000000000000000000 + j0.02171154682895905935 
692.100000000000022737 MHz,0.00013691475524382326 + j0.02340171522186118916 ,0.00000000000000000000 + j0.02174296275549495588 
693.100000000000022737 MHz,0.00013737131089970562 + j0.02344069906640508169 ,0.00000000000000000000 + j0.02177437868203085242 
694.100000000000022737 MHz,0.00013782891644682465 + j0.02347970759990612721 ,0.00000000000000000000 + j0.02180579460856675589 
695.100000000000022737 MHz,0.00013828757396170974 + j0.02351874087602750032 ,0.00000000000000000000 + j0.02183721053510265242 
696.100000000000022737 MHz,0.00013874728552711721 + j0.02355779894852716785 ,0.00000000000000000000 + j0.02186862646163854895 
697.100000000000022737 MHz,0.00013920805323204891 + j0.02359688187125813866 ,0.00000000000000000000 + j0.02190004238817444548 
698.100000000000022737 MHz,0.00013966987917177180 + j0.02363598969816874812 ,0.00000000000000000000 + j0.02193145831471034549 
699.100000000000022737 MHz,0.00014013276544783690 + j0.02367512248330292182 ,0.00000000000000000000 + j0.02196287424124624202 
700.100000000000022737 MHz,0.00014059671416809925 + j0.02371428028080047393 ,0.00000000000000000000 + j0.02199429016778213855 
701.100000000000022737 MHz,0.00014106172744673707 + j0.02375346314489738125 ,0.00000000000000000000 + j0.02202570609431804202 
702.100000000000022737 MHz,0.00014152780740427095 + j0.02379267112992601921 ,0.00000000000000000000 + j0.02205712202085393855 
703.100000000000022737 MHz,0.00014199495616758437 + j0.02383190429031554342 ,0.00000000000000000000 + j0.02208853794738983509 
704.100000000000022737 MHz,0.00014246317586994261 + j0.02387116268059207014 ,0.00000000000000000000 + j0.02211995387392573162 
705.100000000000022737 MHz,0.00014293246865101312 + j0.02391044635537901628 ,0.00000000000000000000 + j0.02215136980046162815 
706.100000000000022737 MHz,0.00014340283665688480 + j0.02394975536939736999 ,0.00000000000000000000 + j0.02218278572699752815 
707.100000000000022737 MHz,0.00014387428204008836 + j0.02398908977746594048 ,0.00000000000000000000 + j0.02221420165353342469 
708.100000000000022737 MHz,0.00014434680695961637 + j0.02402844963450172580 ,0.00000000000000000000 + j0.02224561758006932469 
709.100000000000022737 MHz,0.00014482041358094297 + j0.02406783499552010014 ,0.00000000000000000000 + j0.02227703350660522469 
710.100000000000022737 MHz,0.00014529510407604445 + j0.02410724591563518857 ,0.00000000000000000000 + j0.02230844943314112122 
711.100000000000022737 MHz,0.00014577088062341919 + j0.02414668245006007172 ,0.00000000000000000000 + j0.02233986535967701775 
712.100000000000022737 MHz,0.00014624774540810832 + j0.02418614465410716050 ,0.00000000000000000000 + j0.02237128128621291429 
713.100000000000022737 MHz,0.00014672570062171586 + j0.02422563258318842505 ,0.00000000000000000000 + j0.02240269721274881082 
714.100000000000022737 MHz,0.00014720474846242944 + j0.02426514629281570357 ,0.00000000000000000000 + j0.02243411313928471082 
715.100000000000022737 MHz,0.00014768489113504033 + j0.02430468583860099716 ,0.00000000000000000000 + j0.02246552906582061082 
716.100000000000022737 MHz,0.00014816613085096475 + j0.02434425127625673702 ,0.00000000000000000000 + j0.02249694499235650735 
717.100000000000022737 MHz,0.00014864846982826465 + j0.02438384266159614525 ,0.00000000000000000000 + j0.02252836091889240736 
718.100000000000022737 MHz,0.00014913191029166753 + j0.02442346005053343955 ,0.00000000000000000000 + j0.02255977684542830389 
719.100000000000022737 MHz,0.00014961645447258848 + j0.02446310349908418363 ,0.00000000000000000000 + j0.02259119277196420042 
720.100000000000022737 MHz,0.00015010210460915065 + j0.02450277306336559255 ,0.00000000000000000000 + j0.02262260869850009695 
721.100000000000022737 MHz,0.00015058886294620622 + j0.02454246879959677899 ,0.00000000000000000000 + j0.02265402462503599348 
722.100000000000022737 MHz,0.00015107673173535771 + j0.02458219076409909679 ,0.00000000000000000000 + j0.02268544055157189696 
723.100000000000022737 MHz,0.00015156571323497904 + j0.02462193901329641152 ,0.00000000000000000000 + j0.02271685647810779349 
724.100000000000022737 MHz,0.00015205580971023721 + j0.02466171360371541971 ,0.00000000000000000000 + j0.02274827240464369002 
725.100000000000022737 MHz,0.00015254702343311304 + j0.02470151459198593330 ,0.00000000000000000000 + j0.02277968833117959002 
726.100000000000022737 MHz,0.00015303935668242337 + j0.02474134203484119193 ,0.00000000000000000000 + j0.02281110425771548655 
727.100000000000022737 MHz,0.00015353281174384202 + j0.02478119598911816476 ,0.00000000000000000000 + j0.02284252018425138309 
728.100000000000022737 MHz,0.00015402739090992189 + j0.02482107651175784885 ,0.00000000000000000000 + j0.02287393611078727962 
729.100000000000022737 MHz,0.00015452309648011627 + j0.02486098365980556751 ,0.00000000000000000000 + j0.02290535203732317615 
730.100000000000022737 MHz,0.00015501993076080098 + j0.02490091749041128955 ,0.00000000000000000000 + j0.02293676796385907962 
731.100000000000022737 MHz,0.00015551789606529592 + j0.02494087806082992062 ,0.00000000000000000000 + j0.02296818389039497615 
732.100000000000022737 MHz,0.00015601699471388749 + j0.02498086542842161556 ,0.00000000000000000000 + j0.02299959981693087269 
733.100000000000022737 MHz,0.00015651722903385038 + j0.02502087965065211486 ,0.00000000000000000000 + j0.02303101574346677269 
734.100000000000022737 MHz,0.00015701860135946950 + j0.02506092078509297369 ,0.00000000000000000000 + j0.02306243167000266922 
735.100000000000022737 MHz,0.00015752111403206291 + j0.02510098888942198167 ,0.00000000000000000000 + j0.02309384759653856575 
736.100000000000022737 MHz,0.00015802476940000342 + j0.02514108402142337106 ,0.00000000000000000000 + j0.02312526352307446229 
737.100000000000022737 MHz,0.00015852956981874143 + j0.02518120623898821228 ,0.00000000000000000000 + j0.02315667944961036576 
738.100000000000022737 MHz,0.00015903551765082718 + j0.02522135560011464286 ,0.00000000000000000000 + j0.02318809537614626229 
739.100000000000022737 MHz,0.00015954261526593354 + j0.02526153216290825607 ,0.00000000000000000000 + j0.02321951130268215882 
740.100000000000022737 MHz,0.00016005086504087881 + j0.02530173598558239229 ,0.00000000000000000000 + j0.02325092722921805882 
741.100000000000022737 MHz,0.00016056026935964886 + j0.02534196712645840621 ,0.00000000000000000000 + j0.02328234315575395535 
742.100000000000022737 MHz,0.00016107083061342082 + j0.02538222564396606928 ,0.00000000000000000000 + j0.02331375908228985189 
743.100000000000022737 MHz,0.00016158255120058540 + j0.02542251159664381602 ,0.00000000000000000000 + j0.02334517500882574842 
744.100000000000022737 MHz,0.00016209543352677040 + j0.02546282504313909442 ,0.00000000000000000000 + j0.02337659093536165189 
745.100000000000022737 MHz,0.00016260948000486322 + j0.02550316604220867131 ,0.00000000000000000000 + j0.02340800686189754842 
746.100000000000022737 MHz,0.00016312469305503481 + j0.02554353465271897231 ,0.00000000000000000000 + j0.02343942278843344496 
747.100000000000022737 MHz,0.00016364107510476235 + j0.02558393093364637674 ,0.00000000000000000000 + j0.02347083871496934149 
748.100000000000022737 MHz,0.00016415862858885325 + j0.02562435494407757502 ,0.00000000000000000000 + j0.02350225464150524149 
749.100000000000022737 MHz,0.00016467735594946807 + j0.02566480674320985311 ,0.00000000000000000000 + j0.02353367056804113802 
750.100000000000022737 MHz,0.00016519725963614452 + j0.02570528639035143600 ,0.00000000000000000000 + j0.02356508649457703455 
751.100000000000022737 MHz,0.00016571834210582083 + j0.02574579394492182080 ,0.00000000000000000000 + j0.02359650242111293802 
752.100000000000022737 MHz,0.00016624060582285979 + j0.02578632946645208202 ,0.00000000000000000000 + j0.02362791834764883456 
753.100000000000022737 MHz,0.00016676405325907252 + j0.02582689301458521852 ,0.00000000000000000000 + j0.02365933427418473109 
754.100000000000022737 MHz,0.00016728868689374241 + j0.02586748464907647621 ,0.00000000000000000000 + j0.02369075020072062762 
755.100000000000022737 MHz,0.00016781450921364913 + j0.02590810442979366024 ,0.00000000000000000000 + j0.02372216612725652415 
756.100000000000022737 MHz,0.00016834152271309313 + j0.02594875241671751667 ,0.00000000000000000000 + j0.02375358205379242416 
757.100000000000022737 MHz,0.00016886972989391911 + j0.02598942866994197881 ,0.00000000000000000000 + j0.02378499798032832069 
758.100000000000022737 MHz,0.00016939913326554132 + j0.02603013324967458353 ,0.00000000000000000000 + j0.02381641390686422069 
759.100000000000022737 MHz,0.00016992973534496732 + j0.02607086621623675576 ,0.00000000000000000000 + j0.02384782983340012069 
760.100000000000022737 MHz,0.00017046153865682277 + j0.02611162763006415199 ,0.00000000000000000000 + j0.02387924575993601722 
761.100000000000022737 MHz,0.00017099454573337594 + j0.02615241755170701760 ,0.00000000000000000000 + j0.02391066168647191376 
762.100000000000022737 MHz,0.00017152875911456282 + j0.02619323604183049214 ,0.00000000000000000000 + j0.02394207761300781029 
763.100000000000022737 MHz,0.00017206418134801149 + j0.02623408316121497372 ,0.00000000000000000000 + j0.02397349353954370682 
764.100000000000022737 MHz,0.00017260081498906727 + j0.02627495897075643461 ,0.00000000000000000000 + j0.02400490946607960682 
765.100000000000022737 MHz,0.00017313866260081762 + j0.02631586353146678561 ,0.00000000000000000000 + j0.02403632539261550682 
766.100000000000022737 MHz,0.00017367772675411740 + j0.02635679690447416401 ,0.00000000000000000000 + j0.02406774131915140336 
767.100000000000022737 MHz,0.00017421801002761417 + j0.02639775915102338111 ,0.00000000000000000000 + j0.02409915724568730336 
768.100000000000022737 MHz,0.00017475951500777316 + j0.02643875033247613734 ,0.00000000000000000000 + j0.02413057317222319989 
769.100000000000022737 MHz,0.00017530224428890324 + j0.02647977051031145598 ,0.00000000000000000000 + j0.02416198909875909642 
770.100000000000022737 MHz,0.00017584620047318201 + j0.02652081974612600576 ,0.00000000000000000000 + j0.02419340502529499295 
771.100000000000022737 MHz,0.00017639138617068145 + j0.02656189810163442702 ,0.00000000000000000000 + j0.02422482095183088949 
772.100000000000022737 MHz,0.00017693780399939414 + j0.02660300563866971335 ,0.00000000000000000000 + j0.02425623687836679296 
773.100000000000022737 MHz,0.00017748545658525819 + j0.02664414241918349607 ,0.00000000000000000000 + j0.02428765280490268949 
774.100000000000022737 MHz,0.00017803434656218413 + j0.02668530850524648834 ,0.00000000000000000000 + j0.02431906873143858602 
775.100000000000022737 MHz,0.00017858447657208051 + j0.02672650395904876963 ,0.00000000000000000000 + j0.02435048465797448602 
776.100000000000022737 MHz,0.00017913584926487985 + j0.02676772884290012922 ,0.00000000000000000000 + j0.02438190058451038256 
777.100000000000022737 MHz,0.00017968846729856535 + j0.02680898321923048250 ,0.00000000000000000000 + j0.02441331651104627909 
778.100000000000022737 MHz,0.00018024233333919707 + j0.02685026715059015551 ,0.00000000000000000000 + j0.02444473243758217562 
779.100000000000022737 MHz,0.00018079745006093813 + j0.02689158069965029429 ,0.00000000000000000000 + j0.02447614836411807909 
780.100000000000022737 MHz,0.00018135382014608148 + j0.02693292392920316330 ,0.00000000000000000000 + j0.02450756429065397562 
781.100000000000022737 MHz,0.00018191144628507648 + j0.02697429690216255477 ,0.00000000000000000000 + j0.02453898021718987216 
782.100000000000022737 MHz,0.00018247033117655624 + j0.02701569968156414953 ,0.00000000000000000000 + j0.02457039614372576869 
783.100000000000022737 MHz,0.00018303047752736372 + j0.02705713233056583622 ,0.00000000000000000000 + j0.02460181207026166869 
784.100000000000022737 MHz,0.00018359188805257886 + j0.02709859491244807905 ,0.00000000000000000000 + j0.02463322799679756522 
785.100000000000022737 MHz,0.00018415456547554612 + j0.02714008749061430290 ,0.00000000000000000000 + j0.02466464392333346176 
786.100000000000022737 MHz,0.00018471851252790169 + j0.02718161012859128187 ,0.00000000000000000000 + j0.02469605984986936523 
787.100000000000022737 MHz,0.00018528373194959973 + j0.02722316289002939954 ,0.00000000000000000000 + j0.02472747577640526176 
788.100000000000022737 MHz,0.00018585022648894128 + j0.02726474583870312079 ,0.00000000000000000000 + j0.02475889170294115829 
789.100000000000022737 MHz,0.00018641799890260115 + j0.02730635903851133181 ,0.00000000000000000000 + j0.02479030762947705482 
790.100000000000022737 MHz,0.00018698705195565533 + j0.02734800255347769396 ,0.00000000000000000000 + j0.02482172355601295483 
791.100000000000022737 MHz,0.00018755738842160896 + j0.02738967644775097340 ,0.00000000000000000000 + j0.02485313948254885136 
792.100000000000022737 MHz,0.00018812901108242430 + j0.02743138078560549212 ,0.00000000000000000000 + j0.02488455540908474789 
793.100000000000022737 MHz,0.00018870192272854870 + j0.02747311563144146790 ,0.00000000000000000000 + j0.02491597133562065136 
794.100000000000022737 MHz,0.00018927612615894242 + j0.02751488104978532662 ,0.00000000000000000000 + j0.02494738726215654789 
795.100000000000022737 MHz,0.00018985162418110711 + j0.02755667710529018447 ,0.00000000000000000000 + j0.02497880318869244443 
796.100000000000022737 MHz,0.00019042841961111430 + j0.02759850386273614287 ,0.00000000000000000000 + j0.02501021911522834096 
797.100000000000022737 MHz,0.00019100651527363341 + j0.02764036138703067705 ,0.00000000000000000000 + j0.02504163504176423749 
798.100000000000022737 MHz,0.00019158591400196046 + j0.02768224974320905932 ,0.00000000000000000000 + j0.02507305096830013749 
799.100000000000022737 MHz,0.00019216661863804679 + j0.02772416899643465396 ,0.00000000000000000000 + j0.02510446689483603402 
800.100000000000022737 MHz,0.00019274863203252781 + j0.02776611921199937522 ,0.00000000000000000000 + j0.02513588282137193403 
