freq, current
4.29300999999999977064 GHz,0.00006321828644270754 - j0.00740327998173060092 
4.29401000000000010459 GHz,0.00006318884713984354 - j0.00740155111200919633 
4.29501000000000043855 GHz,0.00006315942839416794 - j0.00739982304600193819 
4.29600999999999988432 GHz,0.00006313003018869500 - j0.00739809578314775014 
4.29701000000000021828 GHz,0.00006310065250346269 - j0.00739636932288606323 
4.29800999999999966406 GHz,0.00006307129531957682 - j0.00739464366465682633 
4.29900999999999999801 GHz,0.00006304195861735848 - j0.00739291880790053386 
4.30001000000000033197 GHz,0.00006301264237837966 - j0.00739119475205816598 
4.30100999999999977774 GHz,0.00006298334658344433 - j0.00738947149657124061 
4.30201000000000011170 GHz,0.00006295407121339440 - j0.00738774904088179089 
4.30300999999999955747 GHz,0.00006292481624956456 - j0.00738602738443238163 
4.30400999999999989143 GHz,0.00006289558167296557 - j0.00738430652666606773 
4.30501000000000022538 GHz,0.00006286636746446132 - j0.00738258646702645051 
4.30600999999999967116 GHz,0.00006283717360466281 - j0.00738086720495763782 
4.30701000000000000512 GHz,0.00006280800007583400 - j0.00737914873990423801 
4.30801000000000033907 GHz,0.00006277884685851691 - j0.00737743107131139716 
4.30900999999999978485 GHz,0.00006274971393320733 - j0.00737571419862476704 
4.31001000000000011880 GHz,0.00006272060128212477 - j0.00737399812129051115 
4.31100999999999956458 GHz,0.00006269150888599752 - j0.00737228283875531690 
4.31200999999999989853 GHz,0.00006266243672604577 - j0.00737056835046636175 
4.31301000000000023249 GHz,0.00006263338478337204 - j0.00736885465587136350 
4.31400999999999967827 GHz,0.00006260435303906125 - j0.00736714175441853872 
4.31501000000000001222 GHz,0.00006257534147533578 - j0.00736542964555660269 
4.31601000000000034618 GHz,0.00006254635007273620 - j0.00736371832873480760 
4.31700999999999979195 GHz,0.00006251737881278054 - j0.00736200780340291478 
4.31801000000000012591 GHz,0.00006248842767689733 - j0.00736029806901115739 
4.31900999999999957168 GHz,0.00006245949664590565 - j0.00735858912501031418 
4.32000999999999990564 GHz,0.00006243058570173727 - j0.00735688097085166349 
4.32101000000000023960 GHz,0.00006240169482564849 - j0.00735517360598699627 
4.32200999999999968537 GHz,0.00006237282399901943 - j0.00735346702986858572 
4.32301000000000001933 GHz,0.00006234397320380987 - j0.00735176124194924629 
4.32401000000000035328 GHz,0.00006231514242080058 - j0.00735005624168227813 
4.32500999999999979906 GHz,0.00006228633163196732 - j0.00734835202852148883 
4.32601000000000013301 GHz,0.00006225754081813069 - j0.00734664860192118727 
4.32700999999999957879 GHz,0.00006222876996189791 - j0.00734494596133619757 
4.32800999999999991275 GHz,0.00006220001904352474 - j0.00734324410622184693 
4.32901000000000024670 GHz,0.00006217128804612520 - j0.00734154303603395345 
4.33000999999999969248 GHz,0.00006214257695042567 - j0.00733984275022885133 
4.33101000000000002643 GHz,0.00006211388573715102 - j0.00733814324826335442 
4.33201000000000036039 GHz,0.00006208521438964190 - j0.00733644452959480650 
4.33300999999999980616 GHz,0.00006205656288903420 - j0.00733474659368104492 
4.33401000000000014012 GHz,0.00006202793121690038 - j0.00733304943998040314 
4.33500999999999958590 GHz,0.00006199931935410578 - j0.00733135306795169167 
4.33600999999999991985 GHz,0.00006197072728342075 - j0.00732965747705425358 
4.33701000000000025381 GHz,0.00006194215498673686 - j0.00732796266674792633 
4.33800999999999969958 GHz,0.00006191360244437436 - j0.00732626863649302879 
4.33901000000000003354 GHz,0.00006188506963986624 - j0.00732457538575038980 
4.34001000000000036749 GHz,0.00006185655655468234 - j0.00732288291398131529 
4.34100999999999981327 GHz,0.00006182806316975082 - j0.00732119122064764545 
4.34201000000000014722 GHz,0.00006179958946763758 - j0.00731950030521168280 
4.34300999999999959300 GHz,0.00006177113542979233 - j0.00731781016713622858 
4.34400999999999992696 GHz,0.00006174270103857344 - j0.00731612080588459491 
4.34501000000000026091 GHz,0.00006171428627560818 - j0.00731443222092057616 
4.34600999999999970669 GHz,0.00006168589112288763 - j0.00731274441170846022 
4.34701000000000004064 GHz,0.00006165751556266581 - j0.00731105737771303461 
4.34801000000000037460 GHz,0.00006162915957621052 - j0.00730937111839956907 
4.34900999999999982037 GHz,0.00006160082314617173 - j0.00730768563323382688 
4.35001000000000015433 GHz,0.00006157250625440805 - j0.00730600092168208048 
4.35100999999999960011 GHz,0.00006154420888312378 - j0.00730431698321106632 
4.35200999999999993406 GHz,0.00006151593101361914 - j0.00730263381728801179 
4.35301000000000026802 GHz,0.00006148767262906771 - j0.00730095142338067250 
4.35400999999999971379 GHz,0.00006145943371037075 - j0.00729926980095723862 
4.35501000000000004775 GHz,0.00006143121424101919 - j0.00729758894948642680 
4.35601000000000038170 GHz,0.00006140301420205413 - j0.00729590886843742379 
4.35700999999999982748 GHz,0.00006137483357625290 - j0.00729422955727991942 
4.35801000000000016144 GHz,0.00006134667234535802 - j0.00729255101548407104 
4.35900999999999960721 GHz,0.00006131853049244005 - j0.00729087324252052429 
4.36000999999999994117 GHz,0.00006129040799854516 - j0.00728919623786042446 
4.36101000000000027512 GHz,0.00006126230484624250 - j0.00728752000097539123 
4.36200999999999972090 GHz,0.00006123422101855857 - j0.00728584453133754306 
4.36301000000000005485 GHz,0.00006120615649714648 - j0.00728416982841945723 
4.36401000000000038881 GHz,0.00006117811126456606 - j0.00728249589169421667 
4.36500999999999983459 GHz,0.00006115008530218183 - j0.00728082272063536578 
4.36601000000000016854 GHz,0.00006112207859414221 - j0.00727915031471694680 
4.36700999999999961432 GHz,0.00006109409112151647 - j0.00727747867341348685 
4.36800999999999994827 GHz,0.00006106612286702615 - j0.00727580779619997967 
4.36901000000000028223 GHz,0.00006103817381242849 - j0.00727413768255190558 
4.37000999999999972800 GHz,0.00006101024394096065 - j0.00727246833194523327 
4.37101000000000006196 GHz,0.00006098233323588372 - j0.00727079974385640843 
4.37201000000000039591 GHz,0.00006095444167847468 - j0.00726913191776233820 
4.37300999999999984169 GHz,0.00006092656925037814 - j0.00726746485314042328 
4.37401000000000017565 GHz,0.00006089871593580166 - j0.00726579854946853530 
4.37500999999999962142 GHz,0.00006087088171692759 - j0.00726413300622504813 
4.37600999999999995538 GHz,0.00006084306657556473 - j0.00726246822288877016 
4.37701000000000028933 GHz,0.00006081527049511403 - j0.00726080419893901808 
4.37800999999999973511 GHz,0.00006078749345746589 - j0.00725914093385556132 
4.37901000000000006906 GHz,0.00006075973544548073 - j0.00725747842711867760 
4.38001000000000040302 GHz,0.00006073199644200070 - j0.00725581667820907657 
4.38100999999999984880 GHz,0.00006070427642978938 - j0.00725415568660796924 
4.38201000000000018275 GHz,0.00006067657539082804 - j0.00725249545179704105 
4.38300999999999962853 GHz,0.00006064889330817418 - j0.00725083597325843539 
4.38400999999999996248 GHz,0.00006062123016452293 - j0.00724917725047477708 
4.38501000000000029644 GHz,0.00006059358594342043 - j0.00724751928292916795 
4.38600999999999974222 GHz,0.00006056596062605453 - j0.00724586207010516521 
4.38701000000000007617 GHz,0.00006053835419654277 - j0.00724420561148681180 
4.38801000000000041013 GHz,0.00006051076663688093 - j0.00724254990655861207 
4.38900999999999985590 GHz,0.00006048319793028251 - j0.00724089495480554485 
4.39001000000000018986 GHz,0.00006045564805938530 - j0.00723924075571305298 
4.39100999999999963563 GHz,0.00006042811700706119 - j0.00723758730876705638 
4.39200999999999996959 GHz,0.00006040060475583079 - j0.00723593461345393985 
4.39301000000000030354 GHz,0.00006037311128937310 - j0.00723428266926054355 
4.39400999999999974932 GHz,0.00006034563658943429 - j0.00723263147567418992 
4.39501000000000008328 GHz,0.00006031818064015037 - j0.00723098103218266109 
4.39601000000000041723 GHz,0.00006029074342386640 - j0.00722933133827421102 
4.39700999999999986301 GHz,0.00006026332492375398 - j0.00722768239343755253 
4.39801000000000019696 GHz,0.00006023592512250780 - j0.00722603419716186419 
4.39900999999999964274 GHz,0.00006020854400338269 - j0.00722438674893678429 
4.40000999999999997669 GHz,0.00006018118154925711 - j0.00722274004825243596 
4.40101000000000031065 GHz,0.00006015383774339729 - j0.00722109409459938296 
4.40200999999999975643 GHz,0.00006012651256904869 - j0.00721944888746865049 
4.40301000000000009038 GHz,0.00006009920600856521 - j0.00721780442635174772 
4.40401000000000042434 GHz,0.00006007191804507868 - j0.00721616071074062271 
4.40500999999999987011 GHz,0.00006004464866241065 - j0.00721451774012769453 
4.40601000000000020407 GHz,0.00006001739784318880 - j0.00721287551400585664 
4.40700999999999964984 GHz,0.00005999016557052241 - j0.00721123403186843624 
4.40800999999999998380 GHz,0.00005996295182837600 - j0.00720959329320922538 
4.40901000000000031775 GHz,0.00005993575659874997 - j0.00720795329752251055 
4.41000999999999976353 GHz,0.00005990857986531041 - j0.00720631404430297981 
4.41101000000000009749 GHz,0.00005988142161222308 - j0.00720467553304582082 
4.41201000000000043144 GHz,0.00005985428182167719 - j0.00720303776324666706 
4.41300999999999987722 GHz,0.00005982716047682939 - j0.00720140073440160306 
4.41401000000000021117 GHz,0.00005980005756114529 - j0.00719976444600718257 
4.41500999999999965695 GHz,0.00005977297305898626 - j0.00719812889756039562 
4.41600999999999999091 GHz,0.00005974590695197345 - j0.00719649408855871451 
4.41701000000000032486 GHz,0.00005971885922454762 - j0.00719486001850003741 
4.41800999999999977064 GHz,0.00005969182986009693 - j0.00719322668688274127 
4.41901000000000010459 GHz,0.00005966481884148953 - j0.00719159409320564540 
4.42001000000000043855 GHz,0.00005963782615236406 - j0.00718996223696801839 
4.42100999999999988432 GHz,0.00005961085177578565 - j0.00718833111766959375 
4.42201000000000021828 GHz,0.00005958389569592788 - j0.00718670073481054387 
4.42300999999999966406 GHz,0.00005955695789606441 - j0.00718507108789150951 
4.42400999999999999801 GHz,0.00005953003835911445 - j0.00718344217641356773 
4.42501000000000033197 GHz,0.00005950313706946624 - j0.00718181399987825615 
4.42600999999999977774 GHz,0.00005947625400995681 - j0.00718018655778754691 
4.42701000000000011170 GHz,0.00005944938916390915 - j0.00717855984964388405 
4.42800999999999955747 GHz,0.00005942254251519102 - j0.00717693387495015652 
4.42900999999999989143 GHz,0.00005939571404758761 - j0.00717530863320967657 
4.43001000000000022538 GHz,0.00005936890374377661 - j0.00717368412392624475 
4.43100999999999967116 GHz,0.00005934211158901152 - j0.00717206034660407797 
4.43201000000000000512 GHz,0.00005931533756581550 - j0.00717043730074785370 
4.43301000000000033907 GHz,0.00005928858165798511 - j0.00716881498586269435 
4.43400999999999978485 GHz,0.00005926184384915029 - j0.00716719340145416817 
4.43501000000000011880 GHz,0.00005923512412315956 - j0.00716557254702828751 
4.43600999999999956458 GHz,0.00005920842246358879 - j0.00716395242209150705 
4.43700999999999989853 GHz,0.00005918173885377018 - j0.00716233302615074813 
4.43801000000000023249 GHz,0.00005915507327791123 - j0.00716071435871334407 
4.43900999999999967827 GHz,0.00005912842571962681 - j0.00715909641928708530 
4.44001000000000001222 GHz,0.00005910179616360263 - j0.00715747920738022628 
4.44101000000000034618 GHz,0.00005907518459204793 - j0.00715586272250142135 
4.44200999999999979195 GHz,0.00005904859099004861 - j0.00715424696415980620 
4.44301000000000012591 GHz,0.00005902201534002492 - j0.00715263193186492941 
4.44400999999999957168 GHz,0.00005899545762745083 - j0.00715101762512681659 
4.44500999999999990564 GHz,0.00005896891783520583 - j0.00714940404345589843 
4.44601000000000023960 GHz,0.00005894239594731003 - j0.00714779118636305662 
4.44700999999999968537 GHz,0.00005891589194717255 - j0.00714617905335962218 
4.44801000000000001933 GHz,0.00005888940581995320 - j0.00714456764395734762 
4.44901000000000035328 GHz,0.00005886293754881463 - j0.00714295695766844433 
4.45000999999999979906 GHz,0.00005883648711774662 - j0.00714134699400556430 
4.45101000000000013301 GHz,0.00005881005451083735 - j0.00713973775248176717 
4.45200999999999957879 GHz,0.00005878363971243965 - j0.00713812923261058271 
4.45300999999999991275 GHz,0.00005875724270506813 - j0.00713652143390595354 
4.45401000000000024670 GHz,0.00005873086347438003 - j0.00713491435588227158 
4.45500999999999969248 GHz,0.00005870450200410510 - j0.00713330799805437111 
4.45601000000000002643 GHz,0.00005867815827772804 - j0.00713170235993750012 
4.45701000000000036039 GHz,0.00005865183227941833 - j0.00713009744104736633 
4.45800999999999980616 GHz,0.00005862552399407608 - j0.00712849324090008424 
4.45901000000000014012 GHz,0.00005859923340479373 - j0.00712688975901223411 
4.46000999999999958590 GHz,0.00005857296049632990 - j0.00712528699490079954 
4.46100999999999991985 GHz,0.00005854670525271240 - j0.00712368494808321689 
4.46201000000000025381 GHz,0.00005852046765779393 - j0.00712208361807734839 
4.46300999999999969958 GHz,0.00005849424769604024 - j0.00712048300440148822 
4.46401000000000003354 GHz,0.00005846804535192564 - j0.00711888310657436598 
4.46501000000000036749 GHz,0.00005844186060979076 - j0.00711728392411512933 
4.46600999999999981327 GHz,0.00005841569345256353 - j0.00711568545654337869 
4.46701000000000014722 GHz,0.00005838954386582130 - j0.00711408770337912041 
4.46800999999999959300 GHz,0.00005836341183291737 - j0.00711249066414281015 
4.46900999999999992696 GHz,0.00005833729733976528 - j0.00711089433835531814 
4.47001000000000026091 GHz,0.00005831120036837840 - j0.00710929872553794397 
4.47100999999999970669 GHz,0.00005828512090503009 - j0.00710770382521243999 
4.47201000000000004064 GHz,0.00005825905893293966 - j0.00710610963690094452 
4.47301000000000037460 GHz,0.00005823301443703400 - j0.00710451616012605820 
4.47400999999999982037 GHz,0.00005820698740104577 - j0.00710292339441078672 
4.47501000000000015433 GHz,0.00005818097781037338 - j0.00710133133927859025 
4.47600999999999960011 GHz,0.00005815498564853336 - j0.00709973999425331671 
4.47700999999999993406 GHz,0.00005812901090034698 - j0.00709814935885926066 
4.47801000000000026802 GHz,0.00005810305354996166 - j0.00709655943262113651 
4.47900999999999971379 GHz,0.00005807711358286458 - j0.00709497021506409579 
4.48001000000000004775 GHz,0.00005805119098217544 - j0.00709338170571369858 
4.48101000000000038170 GHz,0.00005802528573294561 - j0.00709179390409592388 
4.48200999999999982748 GHz,0.00005799939781992577 - j0.00709020680973719217 
4.48301000000000016144 GHz,0.00005797352722687847 - j0.00708862042216433421 
4.48400999999999960721 GHz,0.00005794767393975808 - j0.00708703474090461097 
4.48500999999999994117 GHz,0.00005792183794196786 - j0.00708544976548568500 
4.48601000000000027512 GHz,0.00005789601921817287 - j0.00708386549543566293 
4.48700999999999972090 GHz,0.00005787021775360753 - j0.00708228193028306863 
4.48801000000000005485 GHz,0.00005784443353240528 - j0.00708069906955682751 
4.48901000000000038881 GHz,0.00005781866653922114 - j0.00707911691278631516 
4.49000999999999983459 GHz,0.00005779291675848553 - j0.00707753545950128796 
4.49101000000000016854 GHz,0.00005776718417598508 - j0.00707595470923195417 
4.49200999999999961432 GHz,0.00005774146877541671 - j0.00707437466150893056 
4.49300999999999994827 GHz,0.00005771577054128823 - j0.00707279531586323292 
4.49401000000000028223 GHz,0.00005769008945895471 - j0.00707121667182633237 
4.49500999999999972800 GHz,0.00005766442551288247 - j0.00706963872893007390 
4.49601000000000006196 GHz,0.00005763877868779875 - j0.00706806148670675437 
4.49701000000000039591 GHz,0.00005761314896909951 - j0.00706648494468906877 
4.49800999999999984169 GHz,0.00005758753634017861 - j0.00706490910241012755 
4.49901000000000017565 GHz,0.00005756194078691719 - j0.00706333395940345835 
